weight,passenger_count,altitude,speed,wind_speed,weather_condition,traffic_density,energy_consumption,stability_score,collision_probability
2185.430534813131,8,58.597268797735794,299.1432748367034,75.23978823037879,Clear,0.43198937146344085,153.54220285456898,81.25362818584273,0.2995355611479839
4778.214378844623,3,206.73221477203126,570.2135431053464,53.12940183509319,Storm,0.03301193590032725,349.5007932907205,90.66172622290652,0.11157180998947376
3793.972738151323,8,402.0347746625882,628.3421118889149,67.74380712282945,Rain,0.9539367525264087,338.12473148861653,76.74366167060438,0.6252658028185157
3193.9631788866645,5,109.97746096816043,540.9880151494658,42.84579038487954,Clear,0.2099180457480515,259.8546918814443,90.53275319646325,0.10444578556412587
1202.0838819909643,1,281.99162515812026,163.69630610007454,73.14964640431391,Heat,0.7889270239488795,138.61572966409128,79.81293223152402,0.523641375113339
1201.9753415129119,7,369.20493505454067,706.9123126377928,82.4471517604549,Storm,0.7745720831743649,200.97827282425797,74.5779910384683,0.6101950516040944
761.3762547568977,5,311.83287062748775,454.3209145520065,14.64362566028161,Heat,0.21772889968293352,174.27634224855808,93.63940346854342,0.1705670032970905
4397.7926559872085,6,102.13211996155391,261.8543197775028,83.2929715574228,Clear,0.6212265304801673,282.838498942897,74.90574331242556,0.49587086699296884
3205.0175528444397,6,184.1384386560123,368.9211390782704,54.029653179030724,Heat,0.04807896848645021,217.94160366326756,90.76207442853772,0.1631594055500118
3686.3266000822045,8,394.05797439784465,78.17831779918053,84.46659090902243,Clear,0.48357458570386747,263.10412061431407,79.23279057457881,0.3820352611754974
592.630224331111,9,281.57099192468814,145.9001009168132,43.13017063410146,Clear,0.014647127272486737,90.15413862276127,90.7665037902754,0.058237915609148184
4864.594334728975,2,12.562510636027241,624.1600628868956,37.904048538303506,Heat,0.9211438801808418,314.61452119743427,84.2118312441554,0.5999754762039359
4245.991883601898,9,382.88547241376597,50.00872606652461,91.50607325172224,Clear,0.9760860241995717,299.58914163766843,70.79610114004419,0.7124871275744741
1455.5259980522428,9,27.302563920717144,362.4243713617191,25.11692675484013,Rain,0.22228276663858526,120.11376914688248,91.75792120767825,0.12406158574741769
1318.2123524319527,7,375.4095535383037,441.88263581419136,84.42123252861431,Clear,0.20810603459637278,168.88169731568803,80.07610243593128,0.17895928437151573
1325.3202943404522,1,109.21547448096634,90.97581500072923,48.40205725094041,Fog,0.7537201765621296,90.8257756472383,79.86305231758209,0.43738842535892974
1869.0900933179198,7,479.4560052584963,779.8086222292496,51.40954425512597,Clear,0.25337939882933447,265.8337153932838,85.89614301176456,0.2566854992982148
2861.4039423450704,5,190.29096813802138,219.59399843725396,30.8468281489484,Fog,0.895076559161845,184.86858509537598,84.57208655562901,0.47631892874265785
2443.752583889521,6,170.19649200565877,278.14903972721066,57.30422006190157,Clear,0.5739291361229822,175.32355390274995,83.18693559958294,0.41807639872532004
1810.5311308911887,7,82.9551446628979,277.9568841912705,32.52111962762113,Clear,0.3507776230103121,148.4776109979234,90.23572806072629,0.3114195784553433
3253.3380262507076,5,159.7460655902053,222.81249658801244,3.926941424165231,Heat,0.8326937463494201,201.35660410968183,93.0160945593529,0.41954940213338676
1127.7223729341881,7,439.5588732958183,51.105366564733565,27.199860534435604,Rain,0.4934067004133952,163.96103489953123,93.15738126287897,0.31280107892481274
1814.6509184084816,9,498.2038254373512,597.0085955659972,0.6379043406590679,Rain,0.9116329137084755,260.98566148984906,89.8285777393213,0.4913374583605342
2148.6282948216126,3,190.4716699483557,775.134124849464,97.83547870568566,Storm,0.928014236729381,220.13178901765338,68.70549601644292,0.6055738628596851
2552.3149289766616,8,229.81920916772586,218.2201124637838,96.57472098197475,Heat,0.16542015212840933,188.9128695350798,79.69108412892643,0.2372070567775516
